Messages,1008 HARP
1008_HARP_A,Hi var_firstname get your {HARP|REFI} program {APPR0VAL|Qualified} today.N0 SSN {required|needed}.Rates 0F {2.7|2.8|2.9} will be {ending|expiring} {S00N|Tomorrow}.Qualify today {G0|Visit} Here {http://bitly.com/1GxWwrC|http://bitly.com/1ZgbvSC}
